Full Name,Full Name URL,Primary Job Title,Location,Biography,Twitter,LinkedIn,Facebook,Schools Attended
Jenny Brinkley,https://www.crunchbase.com/person/jenny-brinkley,"Director, AWS Security","Portland, Oregon, United States","Jenny Brinkley is the Director, AWS Security at Amazon Web Services.",https://twitter.com/jennybrinkley,http://www.linkedin.com/in/jennybrinkley,,Bennington College
Jenny Diggles,https://www.crunchbase.com/person/jenny-diggles,President & Co-Founder,"Portland, Oregon, United States",,,https://www.linkedin.com/in/jennydiggles,,
Jenny Kang,https://www.crunchbase.com/person/jenny-kang,Co-Founder,"Hong Kong, Hong Kong Island, Hong Kong",Jenny Kang is the Co-Founder of Parle.,,,,
Jensen Brehm,https://www.crunchbase.com/person/jensen-brehm,Founder,"Bellevue, Washington, United States",Jensen Brehm is a Founder at Ombraz Sunglasses. He earned his Bachelor's degree in University of Redlands.,,https://www.linkedin.com/in/jensen-brehm-44952767,,University of Redlands
Jeremy Maranda,https://www.crunchbase.com/person/jeremy-maranda,Co-Founder/COO,,,,,,
Jeremy Monroe,https://www.crunchbase.com/person/jeremy-monroe-2,CCO,"San Francisco, California, United States",,,https://www.linkedin.com/in/jeremy-monroe-a781575,,
Jeremy Olmsted-Thompson,https://www.crunchbase.com/person/jeremy-olmsted-thompson-2,VP Technology,"Seattle, Washington, United States",,,https://www.linkedin.com/in/jeremyot,,
Jerome Ansia,https://www.crunchbase.com/person/jerome-ansia,Software Engineer Manager,,Amazon Web Services is the Software Engineer Manager of Amazon Web Services.,,http://www.linkedin.com/in/jeromeansia,,
Jérôme Berclaz,https://www.crunchbase.com/person/jérôme-berclaz,Senior Scientist,,Jérôme Berclaz is a Senior Scientist at Percipient.ai.,,https://www.linkedin.com/in/jberclaz/,,
JÉROME PILLIET,https://www.crunchbase.com/person/jerome-pilliet,Android Developer,,,,https://www.linkedin.com/in/pilliet,,
Jerry Wu,https://www.crunchbase.com/person/jerry-wu-9c86,Chief Financial Officer,"San Francisco, California, United States",Jerry Wu is a Chief Financial Officer at Whiterabbit.ai. He Attended The Wharton School.,,https://www.linkedin.com/in/jerry-wu-45054/,,Wharton School of the University of Pennsylvania
Jeson Patel,https://www.crunchbase.com/person/jeson-patel,Founder & CTO,"San Francisco, California, United States",I like to build stuff!,,https://www.linkedin.com/in/jepatel,,
Jess Anuna,https://www.crunchbase.com/person/jessica-anuna,Founder & CEO,"United Arab Emirates, Asia",Jess Anuna is the Founder & CEO at Klasha.,,https://www.linkedin.com/in/jessicaanuna/,,"City University London, Imperial College London, King's College London, London School of Economics and Political Science, University of Cambridge"
Jesse Gebhardt,https://www.crunchbase.com/person/jesse-gebhardt,"Sr Manager, Solution Architecture","Phoenix, Arizona, United States",Jesse Gebhardt is the at Amazon Web Services. Jesse Gebhardt attended University of Southern California.,,https://www.linkedin.com/in/jesse-gebhardt/,,University of Southern California
Jessica Jackley,https://www.crunchbase.com/person/jessica-jackley,CEO & Founder,"Los Angeles, California, United States","Jessica is a Founder and CEO of ProFounder (www.profounder.com), a platform providing new ways for small business entrepreneurs in the U.S. to access start-up capital through crowdfunding and community involvement. ProFounder will launch to the public in the fall of 2010. Prior to ProFounder, Jessica was a Founder, Chief Marketing Officer, and Director of Kiva (www.kiva.org), the world's first p2p microlending website. Kiva lets users lend as little as $25 to poor entrepreneurs around the world, providing affordable capital for them to start or expand microenterprises. Since its founding in October 2005, Kiva has facilitated over $160 in loans across 205 countries. Jessica has also worked with the Stanford Center for Social Innovation, Amazon.com, Potentia Media, the International Foundation, World Vision, and others.  Jessica is an active advisor and board member on a number of organizations championing microfinance, womenâ€™s issues, tech, and the arts. Jessica holds an MBA from the Stanford Graduate School of Business with Certificates in Global Management and Public Management, and a BA in Philosophy and Political Science from Bucknell University. Jessica lives in Los Angeles and San Francisco, and is a trained yoga instructor and avid surfer.",http://twitter.com/jessicajackley,http://www.linkedin.com/in/jessicajackley,http://www.facebook.com/jessica.jackley,"Bucknell University, Stanford Graduate School of Business"
Jessica Juergens,https://www.crunchbase.com/person/jessica-juergens,Head of Growth,"Seattle, Washington, United States",,,https://www.linkedin.com/in/jessica-juergens/,,
Jessica VanderVeen,https://www.crunchbase.com/person/jessica-vanderveen,"Head of Front-End Web & Mobile, Developer Tools PMM","Seattle, Washington, United States","Jessica VanderVeen is the Head of Front-End Web & Mobile, Developer Tools PMM at Amazon Web Services. Attended University of Michigan - Stephen M. Ross School of Business.",,https://www.linkedin.com/in/jessicavanderveen/,,"New York University School of Law, University of Michigan Ross School of Business"
Jeyandran Venugopal,https://www.crunchbase.com/person/jeyandran-venugopal,Chief Product and Technology Officer (CPTO),"Bengaluru, Karnataka, India",Jeyandran Venugopal serves as the Senior Vice President of Engineering at Flipkart.,,https://www.linkedin.com/in/jeyandran/,https://www.facebook.com/jeyandran,"College of Engineering, Guindy, University of Illinois Urbana-Champaign"
Jim Davis,https://www.crunchbase.com/person/jim-davis-2,Senior Account Manager - Healthcare and Lifesciences (HCLS),,Jim Davis is the Senior Account Manager - Healthcare and Lifesciences (HCLS) Startups at Amazon Web Services (AWS). Jim Davis attended at Providence College.,,http://www.linkedin.com/in/jamestdavisjr,,Providence College
Jim Farman,https://www.crunchbase.com/person/jim-farman,Business Development Partner Programs,"Washington DC Metro Area, United States, North America","Recently joined Amazon Web Services, Partner Business Development in February 2020. Jim is a tenured cloud and hybrid IT industry professional with over 20 years of experience focusing on Service Providers, Enterprise, and Public Sector markets. Jim has held senior Sales, Product Management, and Business Development positions for CenturyLink, ePlus Technology, Savvis Cloud & Colocation, and Qwest Communications. While serving as a Global Sales Engineering Director at CenturyLink; Jim’s team designed secure hybrid IT and cloud solutions for global enterprise accounts providing the onramp for digital transformation. In previous roles, Jim lead Product Management for CenturyLink’s Cloud Business responsible for IaaS Product Services and Go-To-Market strategy. He has also held various senior product manager roles focused on Hosted Private Cloud, Managed Network and Security Services for Public Sector, MPLS/IP WAN, BCDR, and Advanced IT Services.",https://twitter.com/jimfarman,https://www.linkedin.com/in/jim-farman/,,
Jim Routh,https://www.crunchbase.com/person/jim-routh,"Global Head, Startup & Venture Specialized Business Development",,,,http://www.linkedin.com/in/jimrouth,,"Boston College, Michigan State University"
Jimmy Zelinskie,https://www.crunchbase.com/person/jimmy-zelinskie,Co-Founder & CPO,"New York, New York, United States",Jimmy Zelinskie is Co-Founder at authzed. Attended at Y Combinator.,https://twitter.com/jimmyzelinskie,https://www.linkedin.com/in/jzelinskie,,Penn State University
Jinjin Zhao,https://www.crunchbase.com/person/jinjin-zhao,Manager of ML Science and Engineering,"San Francisco, California, United States",Jinjin Zhao is the Manager of ML Science and Engineering at Amazon. She attended Zhejiang University in 2012.,,https://www.linkedin.com/in/jinjzhao,,Zhejiang University
Jiten Thakkar,https://www.crunchbase.com/person/jiten-thakkar,Software Development Engineer,"San Francisco Bay Area, California, United States",Jiten Thakkar is a Software Development Engineer at Amazon Web Services. He Attended University of Utah.,https://twitter.com/jiten_mt,https://www.linkedin.com/in/jiten2/,,University of Utah
JJ Petersen,https://www.crunchbase.com/person/jj-petersen,Founder,"Singapore, Asia",JJ Petersen is the founder of BxB.,,https://www.linkedin.com/in/jj-petersen-44970524,,Babson College
Joaquim Bas,https://www.crunchbase.com/person/joaquim-bas-611a,Co-Founder,"Barcelona, Catalonia, Spain",Joaquim Bas is a Co-Founder at Groots.,,https://www.linkedin.com/in/joaquimbas,,
Jody Shapiro,https://www.crunchbase.com/person/jody-shapiro,"Founder, CEO","Palo Alto, California, United States","Prior to founding Productiv, Jody led Google’s enterprise marketing analytics platform, Google Analytics 360.Also at Google, Jody led Product Management for Google TV Ads, where he was responsible for innovative audience-based advertising and attribution products. Prior to Google, Jody was part of the founding team at TiVo Greater China and held leadership roles at technology companies including Silicon Graphics, PictureTel, as well as multiple startups. Jody holds a Bachelors in Computer Engineering from the University of Massachusetts, a Masters in Computer Science from Cornell University, and an MBA from the Wharton School of Business with triple majors in Strategic Management, Marketing and Entrepreneurial Management.",,https://www.linkedin.com/in/jodyshapiro/,,"Cornell University, University of Massachusetts Amherst, Wharton School of the University of Pennsylvania"
Jody Wolfborn,https://www.crunchbase.com/person/jody-wolfborn,Senior Curriculum Developer,"Seattle, Washington, United States","Jody is a theatre major-turned-technologist with a passion for languages of all kinds and a soft-spot for animals of the canine variety. Since entering the tech realm, she’s had many years of experience living with and attempting to overcome Impostor Syndrome; through observation, research, and experimentation, she’s collected resources to help combat this psychological self-sabotage.",https://twitter.com/joderita,https://www.linkedin.com/in/jody-wolfborn-17422395,,Western Washington University
Joe Albahari,https://www.crunchbase.com/person/joe-albahari,Author,"Perth, Western Australia, Australia","Joe Albahari is an O'Reilly author and the inventor of LINQPad. He's written seven books on C# and LINQ, including the upcoming ""C# 7.0 in a Nutshell"". He speaks regularly at conferences and user groups, and has been a C# MVP for nine years running.",,https://www.linkedin.com/in/albahari/,,
Joe Barker,https://www.crunchbase.com/person/joe-barker,Sr. Director - Engineering & Operations,"Chicago, Illinois, United States",,,https://www.linkedin.com/in/joe-barker-b17a9714,,
Joe Falter,https://www.crunchbase.com/person/joe-falter,Co-Founder,"London, England, United Kingdom",Joe Falter is the founder of Zapp.,https://twitter.com/joefalter,https://www.linkedin.com/in/joe-falter-87645ba,,London School of Economics and Political Science
Joe Ferrucci,https://www.crunchbase.com/person/joe-ferrucci,Mobile Engineering,"San Francisco, California, United States","Joe F. is the Mobile Engineering at Instacart. Joe attended the University of California, Davis.",,https://www.linkedin.com/in/joeferrucci,,
Joe Lichtman,https://www.crunchbase.com/person/joe-lichtman,Product Manager,"Needham, Massachusetts, United States",,,https://www.linkedin.com/in/joelichtman/,,University of Massachusetts Amherst
Joe Rando,https://www.crunchbase.com/person/joe-rando,Founder & CEO,"Attleboro, Massachusetts, United States",Joe Rando is the Founder & CEO at LifeStarr. He attended University of Connecticut.,https://twitter.com/jdrando,https://www.linkedin.com/in/joerando/,https://www.facebook.com/joe.rando.1217,"University of Connecticut, University of Massachusetts, Dartmouth"
Joel Mosby,https://www.crunchbase.com/person/joel-mosby,"VP, Technology",,,,https://www.linkedin.com/in/joelmosby,,
Joey Tan,https://www.crunchbase.com/person/joey-tan-5839,"Head of Strategic Pursuits, ASEAN","Singapore, Asia","Joey Tan is the Head of Strategic Pursuits, ASEAN at Amazon Web Services as well as founder of Green Thumb X.",,https://www.linkedin.com/in/joeyttk,,
John Adams,https://www.crunchbase.com/person/john-adams-6006,"VP Product, Marketplace","San Francisco, California, United States","John Adams is a VP of Product, Marketplace at Instacart. He attended Stanford University.",,https://www.linkedin.com/in/adamsj,,"Stanford University, Stanford University"
John Brigden,https://www.crunchbase.com/person/john-brigden,"VP, AWS Managed Services","San Francisco, California, United States",,https://twitter.com/brigdenj,https://www.linkedin.com/in/johnbrigden,https://www.facebook.com/brigdenj,"Georgetown Law School, Purdue University"
John Cabrera,https://www.crunchbase.com/person/john-cabrera,Co-Founder & CEO,"Los Angeles, California, United States",John Cabrera is the Co-Founder at Remarkist. John attended DePaul University.,http://twitter.com/johncabrera,http://www.linkedin.com/in/unboiled,http://www.facebook.com/johncabrera,DePaul University
John Castleman,https://www.crunchbase.com/person/john-castleman,Chief Executive Officer,"Philadelphia, Pennsylvania, United States","As President and CEO, John is charged with setting the vision and executing Alliance’s growth strategy. John has spent most of his career holding senior management positions with technology services and software companies including Elemica, Acorn Systems, Safeguard Scientifics, and MeadWestvaco. John holds a degree in History from Princeton University and an MBA from the University of Virginia.",,https://www.linkedin.com/in/john-castleman-41379,,"Princeton University, University of Virginia Darden School of Business"
John Cupit,https://www.crunchbase.com/person/john-cupit,"PSA, Solutions Architecture, Global Telecom Alliances, AWS Partner Program","Dallas, Texas, United States","John Cupit has served as the Chief Technology Officer (CTO) for Cloud and Data Center Solutions，Global Solution Elite Team, at Huawei since 2015. He is leading Huawei’s Unified Cloud and DC Vision with respect to developing, designing, testing, validating, delivering and marketing end-to-end Cloud and Data Center solutions to both Service Provider and Enterprise customers. John has more than 30 years of experience in IT. Prior to joining Huawei, John served as the Director of Cloud and Data Center Transformation at AT&T.",,https://www.linkedin.com/in/john-cupit-6112bba/,,Louisiana State University
John D'Alessio,https://www.crunchbase.com/person/john-dalessio,Senior Software Engineer,"San Francisco, California, United States",John D'Alessio is a Senior Software Engineer at Amazon Web Services.,,https://www.linkedin.com/in/jdalessio,,
John Delano,https://www.crunchbase.com/person/john-delano,Head of Sales Readiness and Enablement - Amazon Pay,"Seattle, Washington, United States","John Delano is the Head of Sales Readiness and Enablement at Amazon Payments, Inc. John attended University of Washington.",http://twitter.com/johndelano,http://www.linkedin.com/in/4johndelano,,"University of Portland, University of Washington"
John Fries,https://www.crunchbase.com/person/john-fries,Co-Founder,"Los Angeles, California, United States",John Fries is the Co-Founder of System1.,,https://www.linkedin.com/in/jofries,,
John Lee,https://www.crunchbase.com/person/john-lee-5ea2,VP of Finance,,John Lee is an Operations-Oriented Finance Executive at Whiterabbit AI.,,https://www.linkedin.com/in/leejohn1,,
John Liu,https://www.crunchbase.com/person/john-liu-0644,Head of Product Amazon Managed Blockchain,"New York, New York, United States",John Liu is the Chief Product Officer Fusion Foundation. He is also the Head of Product Amazon Managed Blockchain of Amazon Web Services (AWS).,,https://www.linkedin.com/in/johnliu13,,
John Loiacono,https://www.crunchbase.com/person/john-loiacono-2,Head of Customer (Success) Solutions Management - Business Development & Strategic Industries (BDSI),"Belvedere Tiburon, California, United States",John Loiacono is the Head of Customer (Success) Solutions Management - Business Development & Strategic Industries (BDSI) at Amazon Web Services (AWS). John Loiacono attended San Francisco State University.,,https://www.linkedin.com/in/jloiacono,,
John Maffei,https://www.crunchbase.com/person/john-maffei,"General Manager, K-Invite",,"John Maffei, a software and digital media industry veteran with more than fifteen years of experience with leading global technology-driven brands. John Maffei is currently CEO if Titan Gaming, Inc.  Titan offers gaming companies the most effective and complete gaming platform enabling skill based matchmaking, tournaments, and points or cash competitions. Titan utilizes gamersâ€™ natural competitive inclinations to help its partners and their game developers generate the highest LTV's in the video game industry. Previously, Maffei was responsible for overall business direction and execution for The ZAM Network. The ZAM Network represents the single largest online portfolio of MMO gamer destination sites, including category leaders Allakhazam and Thottbot, focused solely on enhancing the game play experience of MMOG enthusiasts by providing them with access to tools, information, interactive community forums and services. Prior to joining ZAM, Maffei led Microsoftâ€™s efforts to license Xbox 360 video content from major entertainment companies including Warner Bros., Buena Vista Pictures (Disney), Lions Gate, 20th Century Fox and NBC Universal. Throughout his decade-long tenure at Microsoft, Maffei held key senior marketing and business development positions within the Windows Media and the Platform Strategy divisions where he negotiated strategic business agreements with influential corporate partners including Sony and Vodafone. He was also the founder and chief executive of RocketPipe, Inc., a developer of broadcast messaging and direct marketing software for content-driven online commerce sites. John Maffei holds an M.B.A. from the University of Washington as well as a B.A. in political science from Colgate University.",,https://www.linkedin.com/in/johnmaffei,,
John McCrae,https://www.crunchbase.com/person/john-mccrae,Software Development Engineer,"Vashon, Washington, United States",,,https://www.linkedin.com/in/johnmccrae,,
John Minor,https://www.crunchbase.com/person/john-minor,SVP of Product & Support,,"John Minor, a customer-focused technologist who managed multiple products at Good Technology / Motorola and has led several customer and account support teams at enterprise-level technology organizations.",http://twitter.com/jip4732,https://www.linkedin.com/in/jominor,,
John Rioux,https://www.crunchbase.com/person/john-rioux,Chief Marketing Officer,,,,,,
John Root Stone,https://www.crunchbase.com/person/john-root-stone,Global Alliances Leader,"San Francisco Bay Area, California, United States",,http://twitter.com/johnrootstone,http://www.linkedin.com/in/johnrootstone,,"Tufts University, Wharton School of the University of Pennsylvania"
John Sconyers,https://www.crunchbase.com/person/john-sconyers,"Manager, ISV Success, Northeast","Boston, Massachusetts, United States","John Sconyers is the Manager, ISV Success, Northeast at Amazon Web Services. John Sconyers attended MIT Sloan School of Management.",,https://www.linkedin.com/pub/john-sconyers/2/778/253,,
John Snow,https://www.crunchbase.com/person/john-snow-4e8d,"Senior Software Development Engineer, Core Engineering","Clearwater, Florida, United States",,https://twitter.com/LunaticScripter,https://www.linkedin.com/in/john-snow-44b71446/,,
John Starr,https://www.crunchbase.com/person/john-starr,Director of North by Chapter,"San Francisco, California, United States","Startup Grind North Bay Director   John has worked in the San Francisco Bay Area entertainment and technology fields for more than 20 years. He's helped start two venture funded tech companies, managed computer networks for several large non-profits, taught computer skills to journalists and produced or acted in lots of media projects.  His voice can be heard on commercials, corporate narrations and award-winning children's audio books. He lives and works in Marin County, CA and is dedicated to fostering the entrepreneurial spirit in the North Bay.",https://twitter.com/ourmanstarr,https://www.linkedin.com/in/ourmanstarr,https://www.facebook.com/ourmanstarr,
John Stoneham,https://www.crunchbase.com/person/john-stoneham,Software Development Engineer,"Baltimore, Maryland, United States",John Stoneham is a Software Development Engineer at Amazon Web Services. He Attended The Johns Hopkins University.,,https://www.linkedin.com/in/jstoneham,,
John Webb,https://www.crunchbase.com/person/john-webb-8ae6,CFO,"Greenwich, Connecticut, United States",John Webb is the CFO of Replenium.,https://twitter.com/Webbjjok,https://www.linkedin.com/in/john-webb-237a9854,,Kingston College
John Zucchi,https://www.crunchbase.com/person/john-zucchi,Co-Founder,"Santa Barbara, California, United States",John Zucchi is the Co-Founder at Agave.He attended Columbia University in the City of New York.,,https://www.linkedin.com/in/johnzucchi/,,
Johnathon Meichtry,https://www.crunchbase.com/person/johnathon-meichtry,"Solutions Architect, APAC",,,,https://www.linkedin.com/in/johnathon,,
Jojo Moolayil,https://www.crunchbase.com/person/jojo-moolayil,Research Scientist,"Vancouver, British Columbia, Canada",Jojo John Moolayil is the Research Scientist - AI at Amazon Web Services. Jojo Moolayil attended Savitribai Phule Pune University,https://twitter.com/jojo62000,https://www.linkedin.com/in/jojo62000/,http://www.jojomoolayil.com,Pune University
Joko Winterscheidt,https://www.crunchbase.com/person/joko-winterscheidt,Co-Founder,"Berlin, Berlin, Germany",Joko Winterscheidt is Founder at GoButler.,,,,
Jon Hammant,https://www.crunchbase.com/person/jon-hammant,Head of Compute UK & Ireland,"London, England, United Kingdom",Jon Hammant is the Head of Compute UK & Ireland at Amazon Web Services. He attended the University of Reading.,https://twitter.com/JonHammant,https://www.linkedin.com/in/jhammant/,https://www.facebook.com/jhammant,University of Reading
Jon Lunetta,https://www.crunchbase.com/person/jon-lunetta,Chief Business Officer,,,,,,
Jon McCormack,https://www.crunchbase.com/person/jon-mccormack,VP Software,,,,https://www.linkedin.com/in/jonmccormack,,
Jon Melamut,https://www.crunchbase.com/person/jon-melamut,Strategic Partner Development Lead - IoT Silicon/Edge,"Boston, Massachusetts, United States",Jon Melamut is the Strategic Partner Development Lead of  IoT Silicon/Edge at Amazon Web Services.Jon Melamut attended University of Michigan - Stephen M. Ross School of Business.,http://twitter.com/JonMelamut,http://www.linkedin.com/in/jonmelamut,,Franklin University
Jon Prideaux,https://www.crunchbase.com/person/jon-prideaux,CEO,"Guildford, Surrey, United Kingdom",,,https://www.linkedin.com/in/prideaux,,
Jon Tam,https://www.crunchbase.com/person/jon-tam,Co-Founder,"Seattle, Washington, United States","Prior to Gametiime, Jon served clients such as Microsoft, Amazon, Nike, Starbucks, AOL, and Blue Nile as a Practice Director at Teleion Consulting and Senior Consultant at Deloitte. While leading his team at Teleion, the company was named to Inc. Magazine's ""1000 Fastest Growing Companies in America"" and obtained certification as a Microsoft Certified Partner. Jon has a BA in Management Information Systems and Marketing from the University of Washington.",https://twitter.com/jon_tam,https://www.linkedin.com/in/jonltam,https://www.facebook.com/jonltam,University of Washington
Jonas Almeling,https://www.crunchbase.com/person/jonas-almeling,Director Stockholm,"Stockholm, Stockholms Lan, Sweden","Jonas is a business developer and community builder. He is a true supporter of entrepreneurs in Stockholm, Sweden and globally. Over the years he has started and managed several companies in IT, media, event, catering and TV. He is passionate about combining entrepreneurship with social development and is working with companies inside and outside of the startup community to build strong, value-based relationships.",https://twitter.com/almeling,https://se.linkedin.com/in/almeling,https://www.facebook.com/almeling,
Jonathan Banca,https://www.crunchbase.com/person/jonathan-la-banca,Director of Engineering,"Argentina, Alajuela, Costa Rica",Jonathan Banca is a Director of Engineering at Kavak.,,https://www.linkedin.com/in/jonathanlabanca,,
Jonathan Cheung,https://www.crunchbase.com/person/jonathan-cheung,Team Member,"Oakland, California, United States","Jonathan is the Co-founder and COO of Quosap, an online service for the construction industry. Prior to joining Quosap, Jonathan was an Associate at KPMG’s Economic and Valuation Services practice. He completed all 3 levels of the CFA exams and is eligible for the CFA Charterholder designation.",,,,
Jonathan Conlin,https://www.crunchbase.com/person/jonathan-conlin,Director of Digital Marketing,"New York, New York, United States",Jonathan is a tech-focused marketer that uses digital to lead campaigns that closely tie sales and marketing to grow revenue.,,https://www.linkedin.com/in/jonathandconlin/,,Rutgers University
Jonathan Consalvo,https://www.crunchbase.com/person/jonathan-consalvo,CCO,"San Francisco Bay Area, California, United States",Jonathan Consalvo is the CCO at Oxygen. Jonathan is a former consultant at Treliant Risk Advisors.,,https://www.linkedin.com/in/jonconsalvo/,,"UC Berkeley, Haas Business School"
Jonathan Henson,https://www.crunchbase.com/person/jonathan-henson,Principal Software Engineer,"Seattle, Washington, United States",,,https://www.linkedin.com/in/jonathan-henson-7a608367,http://www.facebook.com/jonathan.henson.108,
Jonathan Kaehne,https://www.crunchbase.com/person/jonathan-kaehne,"Head Of Business Development, Australia & New Zealand (ANZ)","Melbourne, Victoria, Australia","Jon leads Amazon Web Services’ Business Development function across Australia and New Zealand, responsible for market and ecosystem development, industry vertical development and customer value acceleration. Jon is passionate about using business and technology innovation to unlock enterprise value. Prior to joining AWS, Jon was a Managing Director at Accenture, and during his 27 year Accenture career held numerous practice and industry vertical leadership positions in Australia and Asia-Pacific, including Innovation Practice Lead for Australia & New Zealand. Jon holds a Bachelor of Science (Physics) from Monash University, Melbourne and has completed the Advanced Business Management Program (ABMP) at Kellogg Graduate School of Management, Northwestern University, Illinois. Jon has lived and worked in Australia, Asia and the United States, and now lives in Melbourne with his wife Dianne and three daughters.",,https://www.linkedin.com/in/jonathan-jon-kaehne-2613b87/,,
Jonathan Patrizio,https://www.crunchbase.com/person/jonathan-patrizio,"Head of Technical Advisory, Alexa Evangelist & Solutioning Director","San Francisco, California, United States",,,https://www.linkedin.com/in/jonathanpatrizio/,,
Jonathan Piro,https://www.crunchbase.com/person/jonathan-piro,"Lead, Solution Engineering",,,,https://www.linkedin.com/in/jwpnet,,
Jonté Harrell,https://www.crunchbase.com/person/jonté-harrell,CFO,"Miami, Florida, United States","Jonté Harrell is the CFO of ZenLedger .  A former U.S. Army Captain and combat veteran, Harrell brings 18 years of international experience in Finance & Technology. Harrell joins ZenLedger to lead the Finance function, including Controllership, Financial Planning and Analysis (FP&A), Treasury, Tax and Internal Audit. Prior to joining ZenLedger, Harrell co-managed public equity offerings for many of the largest IPOs and SPACs of 2020 & 2021. Before, he led FP&A globally across Amazon's ultrafast delivery businesses. Jonté Harrell attended United States Military Academy at West Point.",,https://www.linkedin.com/in/jharrell,,"Columbia Business School, United States Military Academy at West Point"
Jordan Alperin,https://www.crunchbase.com/person/jordan-alperin,SDE,"San Francisco, California, United States",Jordan Alperin is a SDE at Amazon Web Services (AWS). He attended the Massachusetts Institute of Technology.,,https://www.linkedin.com/in/alpjor/,,Massachusetts Institute of Technology
Jordan Ayan,https://www.crunchbase.com/person/jordan-ayan,Chief Revenue Officer,"Bellevue, Washington, United States",,,https://www.linkedin.com/in/jordanayan,,
Jordan Farmar,https://www.crunchbase.com/person/jordan-farmar,"Co-Founder, President","Los Angeles, California, United States",,,,,
Jordan Kong,https://www.crunchbase.com/person/jordan-kong,Principal,"San Francisco, California, United States","Jordan Kong is a venture capital investor and company builder. She is a Principal at Atomic, where she focuses on the 0-to-1 stage of startup creation and funding. Prior to Atomic, Jordan was an part of the teams at Expa, Institutional Venture Partners, and Polychain Capital where she held various roles across investing and operating.  Jordan’s superpower is walking through walls to help founders through the 0-to-1 stage of company building: from ideation and research to prototyping, testing and launch. Or as she puts it, “getting sh*t done.” Jordan helped create and now runs Atomic’s Future Founders program to encourage more talented people from all walks of life to consider entrepreneurship as a career path.",http://twitter.com/ImNotJk,http://www.linkedin.com/in/jordankong,,Columbia University
Jordan Timmermann,https://www.crunchbase.com/person/jordan-timmermann,Co-Founder,"Seattle, Washington, United States",Jordan Timmermann is a Founder at Wire Labs and a former software development engineer at Amazon.,http://twitter.com/jtron,https://www.linkedin.com/in/timmermann,,University of Illinois Urbana-Champaign
Jorge Lopez,https://www.crunchbase.com/person/jorge-lopez-7441,"Global Lead, Big Data & Analytics Partner Strategy","Seattle, Washington, United States","Jorge A. Lopez works in big data solutions at Amazon Web Services. Jorge has more than 15 years of business intelligence and DI experience and enjoys intelligent design and engaging storytelling. His is passionate about data, music, and nature.",https://twitter.com/zanilli,https://www.linkedin.com/in/jorgealopez/,,
Jorge Soto,https://www.crunchbase.com/person/jorge-soto,Head of Content & Community,"Miami, Florida, United States",Product-Led Growth Advocate at Reprise.,http://twitter.com/sotoventures,https://www.linkedin.com/in/sotoventures/,https://www.facebook.com/Mr.Sotoventures,Florida State University
Jorgen Christensen,https://www.crunchbase.com/person/jorgen-christensen,"VP of Sales, Wholesale","Copenhagen, Hovedstaden, Denmark",,,https://www.linkedin.com/in/jorgenc,,
Joseph Schorr,https://www.crunchbase.com/person/joseph-schorr,Co-Founder,"New York, New York, United States",Joseph Schorr is the Co-Founder at authzed.,,https://www.linkedin.com/in/josephschorr,,
Josh Bayles,https://www.crunchbase.com/person/josh-bayles,Investor,,,,,,
Josh Chen,https://www.crunchbase.com/person/josh-chen,Co-Founder & CTO,"Mountain View, California, United States","Josh grew up in a rural village in China. A college dropout, Josh moved to Shanghai 10 years ago and taught himself to program before landing a $100usd/month web development job. Josh continued to hone his programming skills which landed him an engineering position at Newegg.com.  Most recently, Josh led the development, launch and scaling of Yintai.com (a popular fashion e-commerce site in China) as the site grew from $0 to $50 million in sales. Josh has been building full-stack, massive e-commerce platforms for 8 years. Prior to Monogram, Josh founded Packagetrackr.com (a side project) and grew the site to 2 million monthly page views and 40,000 registered users. Josh teamed up with Leo in 2011 to work on Packagetrackr and launched an iPhone version of the package tracking app. Packagetrackr generates enough revenue to cover Josh & Leo's living expenses.",http://twitter.com/junyulive,http://www.linkedin.com/in/junyulive,http://www.facebook.com/junyulive,
Josh Gartland,https://www.crunchbase.com/person/josh-gartland,CFO,"San Francisco, California, United States",Josh Gartland is the CFO at brightwheel. Josh Gartland attended The Wharton School.,,https://www.linkedin.com/in/joshgartland/,,"Vanderbilt University, Wharton School of the University of Pennsylvania"
Josh Humphreys,https://www.crunchbase.com/person/josh-humphreys,Head of Ops,,,,https://www.linkedin.com/in/joshua-humphreys-1b518a114,,
Josh Leslie,https://www.crunchbase.com/person/josh-leslie,CEO,"Menlo Park, California, United States","Josh Leslie is the chief executive officer of [Cumulus Networks](https://www.crunchbase.com/organization/cumulus-networks), a software company that designs and sells Linux operating systems for networking hardware. He was previously the VP of sales at the same company.  Leslie was previously at Instart Logic before which he was at VMware. He also worked as the vice president of channels and business operations at Coraid and as an account manager at Commvault. Leslie holds a bachelor’s degree in cognitive science from the University of California and an MBA from Columbia Business School.",https://twitter.com/JoshCumulus,https://www.linkedin.com/in/joleslie,,"Columbia Business School, University of California Berkeley"
Joshua Bregler,https://www.crunchbase.com/person/joshua-bregler,Security Architect,"Boston, Massachusetts, United States",Joshua Bregler is the Security Architect at Amazon Web Services (AWS). Joshua Bregler attended The Johns Hopkins University - Carey Business School.,,https://www.linkedin.com/in/breglercissp/,,
Joshua Hofmann,https://www.crunchbase.com/person/joshua-hofmann,"Director, Industry Business Development",,,,https://www.linkedin.com/in/joshhofmann/,,
